devid;created_at;Temperature;Pressure
DEV004;29.08.2024 15:00;32.5;1019
DEV004;29.08.2024 18:00;27.5;1005
DEV004;29.08.2024 21:00;25.5;999
DEV005;29.08.2024 00:00;16.0;990
DEV005;29.08.2024 03:00;15.5;995
DEV005;29.08.2024 06:00;23.0;995
DEV005;29.08.2024 09:00;24.5;1022
DEV005;29.08.2024 12:00;35.0;991
DEV005;29.08.2024 15:00;30.5;1004
DEV005;29.08.2024 18:00;26.5;996
DEV005;29.08.2024 21:00;20.5;1006
DEV004;30.08.2024 00:00;12.5;1011
DEV004;30.08.2024 03:00;11.0;1012
DEV004;30.08.2024 06:00;24.5;1021
DEV004;30.08.2024 09:00;22.5;1018
DEV004;30.08.2024 12:00;33.0;1016
DEV004;30.08.2024 15:00;32.0;997
DEV004;30.08.2024 18:00;27.0;1022
DEV004;30.08.2024 21:00;19.0;1024
DEV005;30.08.2024 00:00;14.0;1024
DEV005;30.08.2024 03:00;12.0;1023
DEV005;30.08.2024 06:00;25.5;1012
DEV005;30.08.2024 09:00;22.0;1019
DEV005;30.08.2024 12:00;30.5;1007
DEV005;30.08.2024 15:00;31.5;1008
DEV005;30.08.2024 18:00;26.0;990
DEV005;30.08.2024 21:00;23.5;1018
DEV004;31.08.2024 00:00;11.5;1005
DEV004;31.08.2024 03:00;13.5;1022
DEV004;31.08.2024 06:00;23.5;1017
DEV004;31.08.2024 09:00;18.0;1017
DEV004;31.08.2024 12:00;31.0;1005
DEV004;31.08.2024 15:00;33.5;1016
DEV004;31.08.2024 18:00;19.0;1008
DEV004;31.08.2024 21:00;23.5;1015
DEV005;31.08.2024 00:00;15.0;995
DEV005;31.08.2024 03:00;15.5;1003
DEV005;31.08.2024 06:00;18.5;1010
DEV005;31.08.2024 09:00;20.0;1002
DEV005;31.08.2024 12:00;31.5;1003
DEV005;31.08.2024 15:00;31.0;992
DEV005;31.08.2024 18:00;23.5;1011
DEV005;31.08.2024 21:00;20.5;994
DEV004;01.09.2024 00:00;-0.5;996
DEV004;01.09.2024 03:00;1.5;1011
DEV004;01.09.2024 06:00;11.5;1003
DEV004;01.09.2024 09:00;12.0;997
DEV004;01.09.2024 12:00;19.0;1008
DEV004;01.09.2024 15:00;14.0;1018
DEV004;01.09.2024 18:00;10.5;1022
DEV004;01.09.2024 21:00;7.0;1018
DEV005;01.09.2024 00:00;-4.0;1023
DEV005;01.09.2024 03:00;1.0;1003
DEV005;01.09.2024 06:00;8.0;1002
DEV005;01.09.2024 09:00;3.0;1008
DEV005;01.09.2024 12:00;12.5;1022
DEV005;01.09.2024 15:00;17.5;1010
DEV005;01.09.2024 18:00;3.0;998
DEV005;01.09.2024 21:00;3.5;1002
DEV004;02.09.2024 00:00;-1.5;1016
DEV004;02.09.2024 03:00;-2.0;995
DEV004;02.09.2024 06:00;7.5;1012
DEV004;02.09.2024 09:00;9.0;999
DEV004;02.09.2024 12:00;13.0;1023
DEV004;02.09.2024 15:00;13.5;999
DEV004;02.09.2024 18:00;11.5;1001
DEV004;02.09.2024 21:00;4.0;1000
DEV005;02.09.2024 00:00;0.5;990
DEV005;02.09.2024 03:00;-0.5;1007
DEV005;02.09.2024 06:00;12.0;1021
DEV005;02.09.2024 09:00;6.0;1013
DEV005;02.09.2024 12:00;17.5;1017
DEV005;02.09.2024 15:00;18.0;991
DEV005;02.09.2024 18:00;9.5;1011
DEV005;02.09.2024 21:00;6.0;1010
DEV004;03.09.2024 00:00;-2.0;1023
DEV004;03.09.2024 03:00;1.0;1002
DEV004;03.09.2024 06:00;3.0;1012
DEV004;03.09.2024 09:00;9.0;996
DEV004;03.09.2024 12:00;19.5;1014
DEV004;03.09.2024 15:00;16.5;1003
DEV004;03.09.2024 18:00;11.5;1019
DEV004;03.09.2024 21:00;8.5;1006
DEV005;03.09.2024 00:00;1.5;994
DEV005;03.09.2024 03:00;2.0;1017
DEV005;03.09.2024 06:00;3.5;1020
DEV005;03.09.2024 09:00;11.5;1018
DEV005;03.09.2024 12:00;16.0;1010
DEV005;03.09.2024 15:00;16.5;1008
DEV005;03.09.2024 18:00;5.0;1009
DEV005;03.09.2024 21:00;6.5;1008
DEV004;04.09.2024 00:00;-0.5;1005
DEV004;04.09.2024 03:00;-4.0;1019
DEV004;04.09.2024 06:00;5.0;998
DEV004;04.09.2024 09:00;4.5;1001
DEV004;04.09.2024 12:00;19.5;1019
DEV004;04.09.2024 15:00;13.5;1002
DEV004;04.09.2024 18:00;6.5;1010
DEV004;04.09.2024 21:00;3.0;993
DEV005;04.09.2024 00:00;-3.5;998
DEV005;04.09.2024 03:00;-1.5;1022
DEV005;04.09.2024 06:00;10.0;993
DEV005;04.09.2024 09:00;5.5;1014
DEV005;04.09.2024 12:00;13.0;1017
DEV005;04.09.2024 15:00;18.0;1022
DEV005;04.09.2024 18:00;8.0;1011
DEV005;04.09.2024 21:00;10.5;994
DEV004;05.09.2024 00:00;0.0;1002
DEV004;05.09.2024 03:00;-3.5;1001
DEV004;05.09.2024 06:00;11.5;1010
DEV004;05.09.2024 09:00;8.5;1008
DEV004;05.09.2024 12:00;17.5;1016
DEV004;05.09.2024 15:00;16.0;995
DEV004;05.09.2024 18:00;7.5;994
DEV004;05.09.2024 21:00;4.5;994
DEV005;05.09.2024 00:00;1.0;1019
DEV005;05.09.2024 03:00;1.5;1013
DEV005;05.09.2024 06:00;10.5;1017
DEV005;05.09.2024 09:00;5.5;991
DEV005;05.09.2024 12:00;14.0;1015
DEV005;05.09.2024 15:00;20.0;1016
DEV005;05.09.2024 18:00;8.0;996
DEV005;05.09.2024 21:00;8.5;1023
DEV004;06.09.2024 00:00;1.5;1013
DEV004;06.09.2024 03:00;-5.0;1022
DEV004;06.09.2024 06:00;3.0;999
DEV004;06.09.2024 09:00;6.0;1019
DEV004;06.09.2024 12:00;15.5;996
DEV004;06.09.2024 15:00;12.5;1015
DEV004;06.09.2024 18:00;9.5;992
DEV004;06.09.2024 21:00;3.0;1005
DEV005;06.09.2024 00:00;1.0;1017
DEV005;06.09.2024 03:00;1.0;1009
DEV005;06.09.2024 06:00;12.5;1011
DEV005;06.09.2024 09:00;9.5;998
DEV005;06.09.2024 12:00;13.0;1009
DEV005;06.09.2024 15:00;17.5;1004
DEV005;06.09.2024 18:00;5.5;993
DEV005;06.09.2024 21:00;3.0;995
DEV004;07.09.2024 00:00;-3.0;996
DEV004;07.09.2024 03:00;0.0;1011
DEV004;07.09.2024 06:00;11.0;997
DEV004;07.09.2024 09:00;3.5;1010
DEV004;07.09.2024 12:00;12.5;991
DEV004;07.09.2024 15:00;17.5;1019
DEV004;07.09.2024 18:00;6.0;1005
DEV004;07.09.2024 21:00;5.0;1007
DEV005;07.09.2024 00:00;1.5;1000
DEV005;07.09.2024 03:00;2.0;1007
DEV005;07.09.2024 06:00;5.5;1019
DEV005;07.09.2024 09:00;4.5;1017
DEV005;07.09.2024 12:00;16.5;1016
DEV005;07.09.2024 15:00;19.5;1023
DEV005;07.09.2024 18:00;10.5;1020
DEV005;07.09.2024 21:00;5.0;1004
DEV004;08.09.2024 00:00;-4.0;1007
DEV004;08.09.2024 03:00;-4.5;998
DEV004;08.09.2024 06:00;9.5;1023
DEV004;08.09.2024 09:00;4.0;1022
DEV004;08.09.2024 12:00;18.0;998
DEV004;08.09.2024 15:00;14.5;999
DEV004;08.09.2024 18:00;8.0;1010
DEV004;08.09.2024 21:00;11.0;1008
DEV005;08.09.2024 00:00;-5.0;1012
DEV005;08.09.2024 03:00;-0.5;1014
DEV005;08.09.2024 06:00;3.5;990
DEV005;08.09.2024 09:00;7.5;1002
DEV005;08.09.2024 12:00;17.0;999
DEV005;08.09.2024 15:00;19.0;997
DEV005;08.09.2024 18:00;4.5;1007
DEV005;08.09.2024 21:00;7.0;1008
DEV004;09.09.2024 00:00;-0.5;997
DEV004;09.09.2024 03:00;0.0;996
DEV004;09.09.2024 06:00;10.0;1006
DEV004;09.09.2024 09:00;12.0;1014
DEV004;09.09.2024 12:00;19.5;1009
DEV004;09.09.2024 15:00;16.0;1009
DEV004;09.09.2024 18:00;9.5;1007
DEV004;09.09.2024 21:00;12.0;1019
DEV005;09.09.2024 00:00;-2.5;997
DEV005;09.09.2024 03:00;-2.5;1015
DEV005;09.09.2024 06:00;4.5;1013
DEV005;09.09.2024 09:00;10.0;1011
DEV005;09.09.2024 12:00;17.5;1024
DEV005;09.09.2024 15:00;13.0;999
DEV005;09.09.2024 18:00;10.5;1020
DEV005;09.09.2024 21:00;3.5;1009
DEV004;10.09.2024 00:00;0.0;990
DEV004;10.09.2024 03:00;2.5;1002
DEV004;10.09.2024 06:00;4.0;999
DEV004;10.09.2024 09:00;11.5;1020
DEV004;10.09.2024 12:00;19.5;1023
DEV004;10.09.2024 15:00;16.0;994
DEV004;10.09.2024 18:00;7.0;990
DEV004;10.09.2024 21:00;5.0;1022
DEV005;10.09.2024 00:00;-3.5;991
DEV005;10.09.2024 03:00;-0.5;1000
DEV005;10.09.2024 06:00;7.5;1005
DEV005;10.09.2024 09:00;5.5;1016
DEV005;10.09.2024 12:00;18.5;1001
DEV005;10.09.2024 15:00;15.5;1008
DEV005;10.09.2024 18:00;4.5;1011
DEV005;10.09.2024 21:00;8.0;1001
DEV004;11.09.2024 00:00;1.0;1001
DEV004;11.09.2024 03:00;2.5;1023
DEV004;11.09.2024 06:00;7.0;1001
DEV004;11.09.2024 09:00;8.0;999
DEV004;11.09.2024 12:00;13.0;991
DEV004;11.09.2024 15:00;14.5;1001
DEV004;11.09.2024 18:00;3.0;1018
DEV004;11.09.2024 21:00;10.5;1004
DEV005;11.09.2024 00:00;2.0;1014
DEV005;11.09.2024 03:00;-1.0;1004
DEV005;11.09.2024 06:00;9.5;1019
DEV005;11.09.2024 09:00;5.0;1007
DEV005;11.09.2024 12:00;14.0;1017
DEV005;11.09.2024 15:00;19.0;1017
DEV005;11.09.2024 18:00;8.0;1016
DEV005;11.09.2024 21:00;9.5;990
DEV004;12.09.2024 00:00;0.0;1010
DEV004;12.09.2024 03:00;-2.5;1016
DEV004;12.09.2024 06:00;4.5;1016
DEV004;12.09.2024 09:00;6.5;1016
DEV004;12.09.2024 12:00;19.5;1000
DEV004;12.09.2024 15:00;14.5;1002
DEV004;12.09.2024 18:00;6.5;1022
DEV004;12.09.2024 21:00;2.5;1018
DEV005;12.09.2024 00:00;2.0;994
DEV005;12.09.2024 03:00;1.0;999
DEV005;12.09.2024 06:00;9.0;1007
DEV005;12.09.2024 09:00;3.0;1009
DEV005;12.09.2024 12:00;16.0;1006
DEV005;12.09.2024 15:00;13.0;1009
DEV005;12.09.2024 18:00;7.5;1008
DEV005;12.09.2024 21:00;11.0;1002
DEV004;13.09.2024 00:00;1.0;1003
DEV004;13.09.2024 03:00;-4.0;1010
DEV004;13.09.2024 06:00;8.5;998
DEV004;13.09.2024 09:00;10.0;1021
DEV004;13.09.2024 12:00;14.5;999
DEV004;13.09.2024 15:00;16.5;1004
DEV004;13.09.2024 18:00;6.0;990
DEV004;13.09.2024 21:00;12.0;1015
DEV005;13.09.2024 00:00;0.0;1014
DEV005;13.09.2024 03:00;0.0;999
DEV005;13.09.2024 06:00;9.5;1014
DEV005;13.09.2024 09:00;5.5;1019
DEV005;13.09.2024 12:00;16.5;1020
DEV005;13.09.2024 15:00;16.5;996
DEV005;13.09.2024 18:00;4.0;1005
DEV005;13.09.2024 21:00;12.0;992
DEV004;14.09.2024 00:00;2.5;1017
DEV004;14.09.2024 03:00;-5.0;1003
DEV004;14.09.2024 06:00;10.0;1019
DEV004;14.09.2024 09:00;3.0;1017
DEV004;14.09.2024 12:00;16.5;1000
DEV004;14.09.2024 15:00;17.5;1000
DEV004;14.09.2024 18:00;5.0;1004
DEV004;14.09.2024 21:00;5.0;1012
DEV005;14.09.2024 00:00;-2.5;1011
DEV005;14.09.2024 03:00;-2.5;1024
DEV005;14.09.2024 06:00;7.5;1018
DEV005;14.09.2024 09:00;12.5;1024
DEV005;14.09.2024 12:00;15.5;1001
DEV005;14.09.2024 15:00;20.0;1013
DEV005;14.09.2024 18:00;11.5;1000
DEV005;14.09.2024 21:00;10.5;1018
DEV004;15.09.2024 00:00;-4.5;1012
DEV004;15.09.2024 03:00;-1.0;999
DEV004;15.09.2024 06:00;6.0;1022
DEV004;15.09.2024 09:00;12.5;999
DEV004;15.09.2024 12:00;16.0;1013
DEV004;15.09.2024 15:00;16.5;997
DEV004;15.09.2024 18:00;8.0;993
DEV004;15.09.2024 21:00;9.5;1017
DEV005;15.09.2024 00:00;-1.5;1021
DEV005;15.09.2024 03:00;-2.5;1020
DEV005;15.09.2024 06:00;8.5;1019
DEV005;15.09.2024 09:00;7.0;1018
DEV005;15.09.2024 12:00;18.0;1006
DEV005;15.09.2024 15:00;19.0;1006
DEV005;15.09.2024 18:00;10.0;1003
DEV005;15.09.2024 21:00;5.0;1022
DEV004;16.09.2024 00:00;2.5;1010
DEV004;16.09.2024 03:00;1.5;1021
DEV004;16.09.2024 06:00;9.5;1024
DEV004;16.09.2024 09:00;3.5;1002
DEV004;16.09.2024 12:00;13.0;1019
DEV004;16.09.2024 15:00;17.5;994
DEV004;16.09.2024 18:00;4.5;1008
DEV004;16.09.2024 21:00;3.0;1009
DEV005;16.09.2024 00:00;1.0;995
DEV005;16.09.2024 03:00;-3.0;995
DEV005;16.09.2024 06:00;5.0;1009
DEV005;16.09.2024 09:00;8.5;996
DEV005;16.09.2024 12:00;14.0;1001
DEV005;16.09.2024 15:00;13.0;1013
DEV005;16.09.2024 18:00;10.0;1005
DEV005;16.09.2024 21:00;7.0;992
DEV004;17.09.2024 00:00;-1.5;1004
DEV004;17.09.2024 03:00;1.5;1020
DEV004;17.09.2024 06:00;5.5;1021
DEV004;17.09.2024 09:00;2.5;997
DEV004;17.09.2024 12:00;18.5;1002
DEV004;17.09.2024 15:00;15.5;996
DEV004;17.09.2024 18:00;4.0;993
DEV004;17.09.2024 21:00;6.5;1002
DEV005;17.09.2024 00:00;-1.0;1012
DEV005;17.09.2024 03:00;-4.5;1007
DEV005;17.09.2024 06:00;5.5;1000
DEV005;17.09.2024 09:00;12.5;998
DEV005;17.09.2024 12:00;19.0;997
DEV005;17.09.2024 15:00;13.0;994
DEV005;17.09.2024 18:00;12.0;1016
DEV005;17.09.2024 21:00;8.0;995
DEV004;18.09.2024 00:00;0.5;1010
DEV004;18.09.2024 03:00;-3.0;1003
DEV004;18.09.2024 06:00;10.5;1020
DEV004;18.09.2024 09:00;5.0;1002
DEV004;18.09.2024 12:00;13.5;990
DEV004;18.09.2024 15:00;17.0;1018
DEV004;18.09.2024 18:00;2.5;1016
DEV004;18.09.2024 21:00;11.0;1009
DEV005;18.09.2024 00:00;-1.5;994
DEV005;18.09.2024 03:00;-2.5;994
DEV005;18.09.2024 06:00;10.0;996
DEV005;18.09.2024 09:00;11.5;997
DEV005;18.09.2024 12:00;20.0;1002
DEV005;18.09.2024 15:00;19.0;993
DEV005;18.09.2024 18:00;12.0;994
DEV005;18.09.2024 21:00;2.5;1023
DEV004;19.09.2024 00:00;-4.0;1012
DEV004;19.09.2024 03:00;-4.0;1016
DEV004;19.09.2024 06:00;4.5;998
DEV004;19.09.2024 09:00;4.0;1021
DEV004;19.09.2024 12:00;17.5;1011
DEV004;19.09.2024 15:00;13.5;1021
DEV004;19.09.2024 18:00;10.5;1020
DEV004;19.09.2024 21:00;11.0;1000
DEV005;19.09.2024 00:00;0.5;1008
DEV005;19.09.2024 03:00;1.0;992
DEV005;19.09.2024 06:00;4.0;1020
DEV005;19.09.2024 09:00;7.0;1020
DEV005;19.09.2024 12:00;20.0;1015
DEV005;19.09.2024 15:00;13.5;1020
DEV005;19.09.2024 18:00;9.0;1021
DEV005;19.09.2024 21:00;12.5;1011
DEV004;20.09.2024 00:00;-2.5;1021
DEV004;20.09.2024 03:00;-3.5;1015
DEV004;20.09.2024 06:00;7.0;1019
DEV004;20.09.2024 09:00;4.5;1023
DEV004;20.09.2024 12:00;19.0;1013
DEV004;20.09.2024 15:00;13.5;991
DEV004;20.09.2024 18:00;7.0;1018
DEV004;20.09.2024 21:00;8.5;1009
DEV005;20.09.2024 00:00;-1.0;1004
DEV005;20.09.2024 03:00;0.0;995
DEV005;20.09.2024 06:00;11.5;1000
DEV005;20.09.2024 09:00;6.5;996
DEV005;20.09.2024 12:00;17.5;1014
DEV005;20.09.2024 15:00;20.0;1005
DEV005;20.09.2024 18:00;11.0;1000
DEV005;20.09.2024 21:00;4.0;993
DEV004;21.09.2024 00:00;0.0;1006
DEV004;21.09.2024 03:00;-1.0;1011
DEV004;21.09.2024 06:00;7.0;1006
DEV004;21.09.2024 09:00;7.0;1016
DEV004;21.09.2024 12:00;14.0;991
DEV004;21.09.2024 15:00;16.0;1005
DEV004;21.09.2024 18:00;3.0;1010
DEV004;21.09.2024 21:00;8.0;1002
DEV005;21.09.2024 00:00;1.5;1005
DEV005;21.09.2024 03:00;-0.5;1006
DEV005;21.09.2024 06:00;4.5;1021
DEV005;21.09.2024 09:00;9.5;1013
DEV005;21.09.2024 12:00;13.0;1018
DEV005;21.09.2024 15:00;13.0;1023
DEV005;21.09.2024 18:00;2.5;1007
DEV005;21.09.2024 21:00;11.0;995
DEV004;22.09.2024 00:00;-2.0;1004
DEV004;22.09.2024 03:00;2.5;1019
DEV004;22.09.2024 06:00;10.0;996
DEV004;22.09.2024 09:00;8.5;1008
DEV004;22.09.2024 12:00;18.0;1002
DEV004;22.09.2024 15:00;17.0;999
DEV004;22.09.2024 18:00;4.5;993
DEV004;22.09.2024 21:00;7.0;1019
DEV005;22.09.2024 00:00;-3.5;1019
DEV005;22.09.2024 03:00;-2.0;1003
DEV005;22.09.2024 06:00;11.0;1012
DEV005;22.09.2024 09:00;11.5;1009
DEV005;22.09.2024 12:00;13.5;997
DEV005;22.09.2024 15:00;19.0;1012
DEV005;22.09.2024 18:00;3.0;1022
DEV005;22.09.2024 21:00;4.5;994
DEV004;23.09.2024 00:00;-1.0;1012
DEV004;23.09.2024 03:00;1.5;1011
DEV004;23.09.2024 06:00;7.5;998
DEV004;23.09.2024 09:00;4.5;1013
DEV004;23.09.2024 12:00;16.5;993
DEV004;23.09.2024 15:00;13.5;1008
DEV004;23.09.2024 18:00;4.0;1010
DEV004;23.09.2024 21:00;4.0;1012
DEV005;23.09.2024 00:00;-2.0;999
DEV005;23.09.2024 03:00;1.5;1021
DEV005;23.09.2024 06:00;12.0;994
DEV005;23.09.2024 09:00;5.5;995
DEV005;23.09.2024 12:00;17.0;1015
DEV005;23.09.2024 15:00;15.0;1015
DEV005;23.09.2024 18:00;7.5;1008
DEV005;23.09.2024 21:00;9.0;995
DEV004;24.09.2024 00:00;-2.0;1021
DEV004;24.09.2024 03:00;2.0;997
DEV004;24.09.2024 06:00;8.0;993
DEV004;24.09.2024 09:00;6.5;1018
DEV004;24.09.2024 12:00;19.0;1004
DEV004;24.09.2024 15:00;14.0;994
DEV004;24.09.2024 18:00;8.0;1012
DEV004;24.09.2024 21:00;6.0;992
DEV005;24.09.2024 00:00;2.0;996
DEV005;24.09.2024 03:00;-1.0;1023
DEV005;24.09.2024 06:00;7.5;998
DEV005;24.09.2024 09:00;9.0;993
DEV005;24.09.2024 12:00;15.0;1010
DEV005;24.09.2024 15:00;19.0;999
DEV005;24.09.2024 18:00;8.5;994
DEV005;24.09.2024 21:00;6.5;1007
DEV004;25.09.2024 00:00;-1.0;1004
DEV004;25.09.2024 03:00;-1.5;993
DEV004;25.09.2024 06:00;5.0;1009
DEV004;25.09.2024 09:00;9.0;1018
DEV004;25.09.2024 12:00;18.0;1024
DEV004;25.09.2024 15:00;15.5;995
DEV004;25.09.2024 18:00;8.0;993
DEV004;25.09.2024 21:00;2.5;1006
DEV005;25.09.2024 00:00;-2.0;1005
DEV005;25.09.2024 03:00;-1.0;1009
DEV005;25.09.2024 06:00;5.5;1008
DEV005;25.09.2024 09:00;4.0;996
DEV005;25.09.2024 12:00;19.5;1012
DEV005;25.09.2024 15:00;13.5;996
DEV005;25.09.2024 18:00;8.5;998
DEV005;25.09.2024 21:00;3.0;1017
DEV004;26.09.2024 00:00;0.0;1014
DEV004;26.09.2024 03:00;2.5;1022
DEV004;26.09.2024 06:00;3.0;994
DEV004;26.09.2024 09:00;4.0;1017
DEV004;26.09.2024 12:00;13.5;1020
DEV004;26.09.2024 15:00;16.5;1003
DEV004;26.09.2024 18:00;5.5;992
DEV004;26.09.2024 21:00;5.5;1011
DEV005;26.09.2024 00:00;2.0;1010
DEV005;26.09.2024 03:00;-0.5;1019
DEV005;26.09.2024 06:00;10.5;1010
DEV005;26.09.2024 09:00;7.5;1024
DEV005;26.09.2024 12:00;15.0;1015
DEV005;26.09.2024 15:00;15.0;1022
DEV005;26.09.2024 18:00;5.5;1012
DEV005;26.09.2024 21:00;10.0;1017
DEV004;27.09.2024 00:00;-0.5;1009
DEV004;27.09.2024 03:00;0.5;992
DEV004;27.09.2024 06:00;3.5;995
DEV004;27.09.2024 09:00;9.0;991
DEV004;27.09.2024 12:00;18.5;1003
DEV004;27.09.2024 15:00;17.0;993
DEV004;27.09.2024 18:00;6.5;990
DEV004;27.09.2024 21:00;3.5;1004
DEV005;27.09.2024 00:00;-3.5;990
DEV005;27.09.2024 03:00;-2.0;990
DEV005;27.09.2024 06:00;4.5;1002
DEV005;27.09.2024 09:00;11.5;1011
DEV005;27.09.2024 12:00;15.5;1012
DEV005;27.09.2024 15:00;13.5;991
DEV005;27.09.2024 18:00;10.0;1004
DEV005;27.09.2024 21:00;4.0;1023
DEV004;28.09.2024 00:00;-2.0;1020
DEV004;28.09.2024 03:00;-3.0;1002
DEV004;28.09.2024 06:00;5.5;997
DEV004;28.09.2024 09:00;10.5;999
DEV004;28.09.2024 12:00;18.5;998
DEV004;28.09.2024 15:00;13.5;1018
DEV004;28.09.2024 18:00;9.5;1022
DEV004;28.09.2024 21:00;4.5;1020
DEV005;28.09.2024 00:00;-3.5;997
DEV005;28.09.2024 03:00;-2.5;1017
DEV005;28.09.2024 06:00;8.5;1010
DEV005;28.09.2024 09:00;9.0;1024
DEV005;28.09.2024 12:00;17.0;991
DEV005;28.09.2024 15:00;14.0;1005
DEV005;28.09.2024 18:00;10.0;999
DEV005;28.09.2024 21:00;5.0;1022
DEV004;29.09.2024 00:00;-2.5;1013
DEV004;29.09.2024 03:00;-4.0;995
DEV004;29.09.2024 06:00;11.5;999
DEV004;29.09.2024 09:00;11.5;1014
DEV004;29.09.2024 12:00;16.0;1019
DEV004;29.09.2024 15:00;15.5;1006
DEV004;29.09.2024 18:00;9.5;1006
DEV004;29.09.2024 21:00;11.0;1014
DEV005;29.09.2024 00:00;0.5;1009
DEV005;29.09.2024 03:00;-2.0;1020
DEV005;29.09.2024 06:00;6.5;998
DEV005;29.09.2024 09:00;4.0;992
DEV005;29.09.2024 12:00;14.0;1002
DEV005;29.09.2024 15:00;12.5;1020
DEV005;29.09.2024 18:00;11.0;1012
DEV005;29.09.2024 21:00;11.5;1007
DEV004;30.09.2024 00:00;1.0;1000
DEV004;30.09.2024 03:00;0.0;999
DEV004;30.09.2024 06:00;7.0;1007
DEV004;30.09.2024 09:00;10.0;1004
DEV004;30.09.2024 12:00;14.5;1024
DEV004;30.09.2024 15:00;13.0;1021
DEV004;30.09.2024 18:00;4.5;1010
DEV004;30.09.2024 21:00;11.5;1013
DEV005;30.09.2024 00:00;-1.0;1016
DEV005;30.09.2024 03:00;2.0;1002
DEV005;30.09.2024 06:00;10.5;1013
DEV005;30.09.2024 09:00;12.0;992
DEV005;30.09.2024 12:00;13.5;993
DEV005;30.09.2024 15:00;15.5;1011
DEV005;30.09.2024 18:00;5.0;995
DEV005;30.09.2024 21:00;8.0;999
DEV004;01.10.2024 00:00;1.0;1010
DEV004;01.10.2024 03:00;-1.5;990
DEV004;01.10.2024 06:00;9.0;992
DEV004;01.10.2024 09:00;9.5;1002
DEV004;01.10.2024 12:00;18.0;995
DEV004;01.10.2024 15:00;16.5;1024
DEV004;01.10.2024 18:00;7.5;999
DEV004;01.10.2024 21:00;10.5;990
DEV005;01.10.2024 00:00;0.5;1000
DEV005;01.10.2024 03:00;-0.5;1021
DEV005;01.10.2024 06:00;9.5;1014
DEV005;01.10.2024 09:00;7.0;1004
DEV005;01.10.2024 12:00;16.0;999
DEV005;01.10.2024 15:00;15.5;1001
DEV005;01.10.2024 18:00;10.5;1006
DEV005;01.10.2024 21:00;12.0;1007
DEV004;02.10.2024 00:00;-5.0;1021
DEV004;02.10.2024 03:00;1.0;1019
DEV004;02.10.2024 06:00;5.0;1015
DEV004;02.10.2024 09:00;8.5;1014
DEV004;02.10.2024 12:00;14.0;990
DEV004;02.10.2024 15:00;16.5;1023
DEV004;02.10.2024 18:00;4.0;1019
DEV004;02.10.2024 21:00;8.0;1004
DEV005;02.10.2024 00:00;-4.5;1004
DEV005;02.10.2024 03:00;1.5;1019
DEV005;02.10.2024 06:00;4.0;993
DEV005;02.10.2024 09:00;9.0;1003
DEV005;02.10.2024 12:00;19.0;1016
DEV005;02.10.2024 15:00;19.0;1022
DEV005;02.10.2024 18:00;5.0;990
DEV005;02.10.2024 21:00;3.5;1001
DEV004;03.10.2024 00:00;0.0;998
DEV004;03.10.2024 03:00;2.5;1016
DEV004;03.10.2024 06:00;12.0;998
DEV004;03.10.2024 09:00;7.0;1022
DEV004;03.10.2024 12:00;13.0;1007
DEV004;03.10.2024 15:00;12.5;1012
DEV004;03.10.2024 18:00;4.0;993
DEV004;03.10.2024 21:00;3.5;999
DEV005;03.10.2024 00:00;-3.0;1014
DEV005;03.10.2024 03:00;1.0;1012
DEV005;03.10.2024 06:00;8.0;1010
DEV005;03.10.2024 09:00;6.0;1006
DEV005;03.10.2024 12:00;20.0;998
DEV005;03.10.2024 15:00;15.0;1008
DEV005;03.10.2024 18:00;5.5;1004
DEV005;03.10.2024 21:00;6.5;1015
DEV004;04.10.2024 00:00;-5.0;1009
DEV004;04.10.2024 03:00;-3.0;994
DEV004;04.10.2024 06:00;4.0;1019
DEV004;04.10.2024 09:00;3.5;1001
DEV004;04.10.2024 12:00;17.0;1002
DEV004;04.10.2024 15:00;12.5;1006
DEV004;04.10.2024 18:00;12.0;1005
DEV004;04.10.2024 21:00;8.5;997
DEV005;04.10.2024 00:00;-4.5;1020
DEV005;04.10.2024 03:00;-4.5;1005
DEV005;04.10.2024 06:00;10.5;1003
DEV005;04.10.2024 09:00;7.0;1021
DEV005;04.10.2024 12:00;16.0;1022
DEV005;04.10.2024 15:00;13.5;1018
DEV005;04.10.2024 18:00;8.0;998
DEV005;04.10.2024 21:00;11.0;993
DEV004;05.10.2024 00:00;1.0;1015
DEV004;05.10.2024 03:00;-2.5;1010
DEV004;05.10.2024 06:00;3.5;1017
DEV004;05.10.2024 09:00;8.5;1019
DEV004;05.10.2024 12:00;17.0;1014
DEV004;05.10.2024 15:00;17.5;1024
DEV004;05.10.2024 18:00;8.0;1006
DEV004;05.10.2024 21:00;8.0;1018
DEV005;05.10.2024 00:00;0.5;1004
DEV005;05.10.2024 03:00;-5.0;1000
DEV005;05.10.2024 06:00;9.0;991
DEV005;05.10.2024 09:00;10.0;1005
DEV005;05.10.2024 12:00;20.0;990
DEV005;05.10.2024 15:00;18.0;990
DEV005;05.10.2024 18:00;11.5;1015
DEV005;05.10.2024 21:00;7.0;1013
DEV004;06.10.2024 00:00;-1.5;1004
DEV004;06.10.2024 03:00;2.0;1009
DEV004;06.10.2024 06:00;4.5;1003
DEV004;06.10.2024 09:00;10.0;1016
DEV004;06.10.2024 12:00;15.5;1012
DEV004;06.10.2024 15:00;15.5;1001
DEV004;06.10.2024 18:00;11.5;1014
DEV004;06.10.2024 21:00;12.0;999
